,Unnamed: 0,date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,surface,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,name,x,y
0,0,2023-08-17,JPN,Mombetsu,11:07,Breeders Gold Cup (Local (3yo+) (Fillies & Mares) (Dirt),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Standard,AW,5,6.0,1,6,0,0,Teleos Bell (JPN),6,M,123,,2:08.50,128.50,,Teruo Eda,Toshiaki Tajima,195115.81,–,–,Kizuna (JPN),Early Spring (JPN),Kurofune,Mieko Suzuki,,Mombetsu,142.00801180716064,42.53760022904322
1,1,2023-08-17,JPN,Mombetsu,11:07,Breeders Gold Cup (Local (3yo+) (Fillies & Mares) (Dirt),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Standard,AW,5,2.0,2,2,4,4,Paraiba Tourmaline (USA),3,F,119,,2:09.17,129.17,,Keita Tosaki,Toru Hayashi,54632.43,–,–,Malibu Moon (USA),Private Jet (USA),Smart Strike,Unknown,,Mombetsu,142.00801180716064,42.53760022904322
2,2,2023-08-17,JPN,Mombetsu,11:07,Breeders Gold Cup (Local (3yo+) (Fillies & Mares) (Dirt),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Standard,AW,5,1.0,3,1,6.5,2.5,Colorful Cube (JPN),4,F,121,,2:09.58,129.58,,Katsuma Sameshima,Tomokazu Takano,40974.32,–,–,Drefong (USA),Colorful Days (JPN),Fuji Kiseki,G1 Racing Co Ltd,,Mombetsu,142.00801180716064,42.53760022904322
3,3,2023-08-17,JPN,Mombetsu,11:07,Breeders Gold Cup (Local (3yo+) (Fillies & Mares) (Dirt),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Standard,AW,5,7.0,4,7,8.5,2,Pretty Chance (JPN),6,M,126,,2:09.92,129.92,,Akatsuki Tomita,Kenji Nonaka,27316.21,–,–,Symboli Kris S (USA),Future Sunday (JPN),Sunday Silence,Hirosaki Toshihiro Hd Co Ltd,,Mombetsu,142.00801180716064,42.53760022904322
4,4,2023-08-17,JPN,Mombetsu,11:07,Breeders Gold Cup (Local (3yo+) (Fillies & Mares) (Dirt),Flat,,Grade 3,,3yo+,F & M,1m2f,10f,2000,Standard,AW,5,4.0,5,4,11.5,3,Uwasano Shibuko (JPN),5,M,121,,2:10.42,130.42,,Masaaki Kuwamura,Masataka Sakuma,13658.11,–,–,Ill Have Another (USA),Smart Sympathy (JPN),Dance In The Dark,Unknown,,Mombetsu,142.00801180716064,42.53760022904322
5,5,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,13.0,1,13,0,0,Lemon Pop (USA),5,H,126,,1:22.50,82.50,1.6,Keita Tosaki,Hiroyasu Tanaka,255331.07,–,115,Lemon Drop Kid (USA),Unreachable (USA),Giants Causeway,Godolphin,Settled behind leaders - moved up to leaders travelling well 2f out - soon led and a few lengths clear 1f out - ridden entering final furlong - kept on well and always doing enough,Tokyo,139.4860812868083,35.66254653064314
6,6,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,6.0,2,6,.5,.5,Gilded Mirror (JPN),6,M,121,,1:22.58,82.58,5.1,Kosei Miura,Mikio Matsunaga,101724.57,–,109,Orfevre (JPN),Titan Queen (USA),Tiznow,Silk Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
7,7,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,14.0,3,14,1.25,.75,Battle Cry (JPN),4,C,123,,1:22.71,82.71,12.8,Yuga Kawada,Noboru Takagi,63450.4,–,109,Isla Bonita (JPN),Dear Comet (JPN),King Kamehameha,G Riviere Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
8,8,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,10.0,4,10,1.5,0.3,Tagano Beauty (JPN),6,H,126,,1:22.75,82.75,23.4,Shu Ishibashi,Masato Nishizono,37764.35,–,111,Henny Hughes (USA),Special Dinner (JPN),Special Week,Ryoji Yagi,,Tokyo,139.4860812868083,35.66254653064314
9,9,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,15.0,5,15,5,3.5,Air Almas (USA),8,H,126,,1:23.33,83.33,87.0,Takeshi Yokoyama,Manabu Ikezoe,25176.23,–,102,Majestic Warrior (USA),Nokaze (USA),Empire Maker,Lucky Field Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
10,10,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,16.0,6,16,5.25,0.3,Kenshinko (JPN),6,H,126,,1:23.38,83.38,87.0,Hironobu Tanabe,Kazuo Konishi,,–,101,Pyro (USA),Matriarca (JPN),Cryptic Rascal,Katsuhiko Amano,,Tokyo,139.4860812868083,35.66254653064314
11,11,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,9.0,7,9,6.5,1.25,Verdad Imeru (JPN),6,H,126,,1:23.58,83.58,191.0,Yoshitomi Shibata,Masaru Honda,,–,98,Orfevre (JPN),Rurinigana (JPN),Snitzel,Kshd,,Tokyo,139.4860812868083,35.66254653064314
12,12,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,12.0,8,12,7.5,1,Denko Riziere (JPN),6,H,126,,1:23.75,83.75,167.0,Shinichiro Akiyama,Yoshiyuki Arakawa,,–,95,Meisho Bowler (JPN),Denko Dea (JPN),Special Week,Yoshio Matsumoto,,Tokyo,139.4860812868083,35.66254653064314
13,13,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,11.0,9,11,8,.5,Jasper Prince (USA),8,H,126,,1:23.83,83.83,351.0,Katsuharu Tanaka,Hideyuki Mori,,–,93,Violence (USA),Ambitious Journey (CAN),Bernardini,Kazuo Kato,,Tokyo,139.4860812868083,35.66254653064314
14,14,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,7.0,10,7,8.5,0.3,Ladybug (JPN),5,M,121,,1:23.92,83.92,191.0,Manabu Sakai,Yoshihito Kitade,,–,88,Hokko Tarumae (JPN),Favorite Girl (JPN),Dance In The Dark,Gold Up Company Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
15,15,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,5.0,11,5,9.25,.75,Admire Lupus (JPN),6,G,126,,1:24.04,84.04,62.0,Hiroyuki Uchida,Yukihiro Kato,,–,91,Henny Hughes (USA),Curl Fatare (JPN),King Kamehameha,Junko Kondo,,Tokyo,139.4860812868083,35.66254653064314
16,16,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,3.0,12,3,9.5,0.3,Ho O Amazon (JPN),5,H,126,,1:24.08,84.08,33.0,Ryusei Sakai,Yoshito Yahagi,,–,90,King Kamehameha (JPN),Hikaru Amaranthus (JPN),Agnes Tachyon,Yoshihisa Ozasa,,Tokyo,139.4860812868083,35.66254653064314
17,17,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,4.0,13,4,13.5,4,Sekifu (JPN),4,C,123,,1:24.75,84.75,27.0,Mirco Demuro,Koshiro Take,,–,76,Henny Hughes (USA),Siyabona (USA),Kingmambo,Akira Nakatsuji,,Tokyo,139.4860812868083,35.66254653064314
18,18,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,8.0,14,8,13.75,0.3,T M South Dan (JPN),6,H,126,,1:24.79,84.79,7.9,Christophe-Patrice Lemaire,Masayoshi Ebina,,–,78,South Vigorous (USA),Moving Out (JPN),Langfuhr,Masatsugu Takezono,,Tokyo,139.4860812868083,35.66254653064314
19,19,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,2.0,15,2,14.25,.5,Helios (JPN),7,G,126,,1:24.88,84.88,14.7,Yutaka Take,Masato Nishizono,,–,77,Orfevre (JPN),Ange Chouette (JPN),French Deputy,Kyoko Kurokawa,,Tokyo,139.4860812868083,35.66254653064314
20,20,2023-01-29,JPN,Tokyo,06:45,Negishi Stakes (4yo+) (Dirt),Flat,,Grade 3,,4yo+,,7f,7f,1400,Standard,AW,16,1.0,16,1,14.75,.5,Aurora Tesoro (USA),6,H,126,,1:24.96,84.96,109.0,Yusuke Hara,Yoshihiro Hatakeyama,,–,76,Malibu Moon (USA),For Passion (USA),Not For Love,Ryotokuji Kenji Holdings Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
21,21,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,2.0,1,2,0,0,Win Carnelian (JPN),6,H,128,,1:31.80,91.80,9.5,Kosei Miura,Yuichi Shikato,261581.07,–,119,Screen Hero (JPN),Cosmo Crystal (JPN),Meiner Love,Win Co Ltd,Dwelt start - pushed along and recovered to lead after 50yds - pressed over 3f out - pushed along and quickened clear under 2f out - ridden along and kept on well inside final furlong - gap much reduced close home - just held on,Tokyo,139.4860812868083,35.66254653064314
22,22,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,15.0,2,15,0.2,0.2,Namur (JPN),4,F,123,,1:31.83,91.83,3.7,Takeshi Yokoyama,Tomokazu Takano,101711.98,–,113,Harbinger (GB),Sambre Et Meuse (JPN),Daiwa Major,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
23,23,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,16.0,3,16,.5,0.3,Presage Lift (JPN),4,F,121,,1:31.88,91.88,12.1,Christophe-Patrice Lemaire,Tetsuya Kimura,63444.11,–,111,Harbinger (GB),Supreme Gift (JPN),Deep Impact,Sunday Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
24,24,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,3.0,4,3,.75,0.3,Justin Cafe (JPN),5,H,126,,1:31.92,91.92,2.9,Yuichi Fukunaga,Shogo Yasuda,39023.16,–,115,Epiphaneia (JPN),Casino Boogie (JPN),Workforce,Masahiro Miki,,Tokyo,139.4860812868083,35.66254653064314
25,25,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,14.0,5,14,1,0.3,Air Lolonois (JPN),6,G,126,,1:31.97,91.97,19.3,Yutaka Take,Kazuhide Sasada,25805.64,–,114,King Kamehameha (JPN),Air One Piece (JPN),Rock Of Gibraltar,Lucky Field Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
26,26,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,6.0,6,6,2,1,Matenro Orion (JPN),4,C,126,,1:32.13,92.13,23.2,Norihiro Yokoyama,Mitsugu Kon,,–,112,Daiwa Major (JPN),Parthenon (JPN),King Kamehameha,Chiyono Terada,,Tokyo,139.4860812868083,35.66254653064314
27,27,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,5.0,7,5,2.5,.5,Industria (JPN),4,C,126,,1:32.22,92.22,9.9,Keita Tosaki,Keisuke Miyata,,–,111,Leontes (JPN),Inductee (JPN),Hearts Cry,Sunday Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
28,28,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,4.0,8,4,2.75,0.2,Pin High (JPN),4,F,121,,1:32.29,92.29,8.7,Ryusei Sakai,Katsunori Tanaka,,–,105,Mikki Isle (JPN),Lated (JPN),Jungle Pocket,Shinobu Kitahata,,Tokyo,139.4860812868083,35.66254653064314
29,29,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,8.0,9,8,2.75,0.05,Falconia (JPN),6,H,128,,1:32.27,92.27,26.0,Hayato Yoshida,Tomokazu Takano,,–,112,Deep Impact (JPN),Cambina (IRE),Hawk Wing,Shadai Race Horse Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
30,30,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,7.0,10,7,3.25,.5,Time To Heaven (JPN),5,H,128,,1:32.34,92.34,68.0,Takuya Ono,Hirofumi Toda,,–,111,Lord Kanaloa (JPN),Kiss To Heaven (JPN),Admire Vega,Dmm Dream Club Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
31,31,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,1.0,11,1,3.75,0.3,Prince Return (JPN),6,H,126,,1:32.42,92.42,74.0,Kazuo Yokoyama,Tadashi Kayo,,–,108,Strong Return (JPN),Princess Pride (JPN),Manhattan Cafe,Cosmo View Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
32,32,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,11.0,12,11,4.25,.5,Kaiser Minoru (JPN),7,H,126,,1:32.51,92.51,135.0,Kota Fujioka,Yoshihito Kitade,,–,107,Lord Kanaloa (JPN),Strike Root (USA),Smart Strike,Minoru Yoshioka,,Tokyo,139.4860812868083,35.66254653064314
33,33,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,10.0,13,10,6.25,2,Peace One Paradis (JPN),7,H,126,,1:32.84,92.84,57.0,Akira Sugawara,Masahiro Otake,,–,103,Jungle Pocket (JPN),Clear Soul (JPN),Agnes Digital,Narutoshi Hasegawa,,Tokyo,139.4860812868083,35.66254653064314
34,34,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,13.0,14,13,6.25,0.2,Sakura Toujours (JPN),6,G,126,,1:32.88,92.88,40.0,Hironobu Tanabe,Noriyuki Hori,,–,102,Neo Universe (JPN),Sakura Reine (JPN),Symboli Kris S,Sakura Commerce Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
35,35,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,12.0,15,12,7.5,1.25,Shuri (JPN),7,H,126,,1:33.05,93.05,75.0,Akihide Tsumura,Yasutoshi Ikee,,–,99,Hearts Cry (JPN),Egeria (USA),Giants Causeway,Koki Maeda,,Tokyo,139.4860812868083,35.66254653064314
36,36,2023-02-05,JPN,Tokyo,06:45,Tokyo Shimbun Hai (4yo+) (Turf),Flat,,Grade 3,,4yo+,,1m,8f,1600,Good To Firm,Turf,16,9.0,16,9,8,.5,Shonan Magma (JPN),4,C,126,,1:33.13,93.13,48.0,Mirco Demuro,Tomohito Ozeki,,–,98,The Factor (USA),Red Mearas (JPN),Stay Gold,Tetsuhide Kunimoto,,Tokyo,139.4860812868083,35.66254653064314
37,37,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,9.0,1,9,0,0,Harper (JPN),3,F,119,,1:33.10,93.10,12.6,Yuga Kawada,Yasuo Tomomichi,236492.95,–,107,Hearts Cry (JPN),Seresta (ARG),Jump Start,Ms Racing,,Tokyo,139.4860812868083,35.66254653064314
38,38,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,7.0,2,7,0.3,0.3,Doe Eyes (JPN),3,F,119,,1:33.15,93.15,4.3,Hayato Yoshida,Yasushi Shono,95443.1,–,106,Rulership (JPN),Roseman Bridge (JPN),Deep Impact,G1 Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
39,39,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,3.0,3,3,.25,0.05,Moryana (JPN),3,F,119,,1:33.14,93.14,4.7,Miyabi Muto,Yoshinori Muto,59050.86,–,106,Epiphaneia (JPN),Garder Le Sourire (JPN),Daiwa Major,Fumio Takahashi,,Tokyo,139.4860812868083,35.66254653064314
40,40,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,6.0,4,6,.75,.5,England Eyes (GB),3,F,119,,1:33.22,93.22,17.7,Kazuo Yokoyama,Shogo Yasuda,35246.73,–,105,Kingman (GB),Nuovo Record (JPN),Hearts Cry,Reiko Hara,,Tokyo,139.4860812868083,35.66254653064314
41,41,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,10.0,5,10,1.75,1,Grand Bernadette (JPN),3,F,119,,1:33.39,93.39,9.6,Kohei Matsuyama,Masahiro Otake,23288.02,–,102,Kizuna (JPN),Lovely Bernadette (USA),Wilburn,Dmm Dream Club Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
42,42,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,15.0,6,15,2,0.2,Umbrail (JPN),3,F,119,,1:33.47,93.47,3.9,Christophe-Patrice Lemaire,Tetsuya Kimura,,–,102,Lord Kanaloa (JPN),Larchetto (JPN),Falbrav,Sunday Racing Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
43,43,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,13.0,7,13,3.75,1.75,Aspaldiko (JPN),3,F,119,,1:33.72,93.72,42.0,Hironobu Tanabe,Masayoshi Ebina,,–,98,Black Tide (JPN),Apapane (JPN),King Kamehameha,Kaneko Makoto Holdings Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
44,44,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,11.0,8,11,4.5,.75,Mikatte Yondeii (JPN),3,F,119,,1:33.85,93.85,255.0,Masami Matsuoka,Takeshi Horiuchi,,–,96,Isla Bonita (JPN),Baltimore (JPN),Stay Gold,Pneuma Records Inc,,Tokyo,139.4860812868083,35.66254653064314
45,45,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,4.0,9,4,5.75,1.25,Ric Star (JPN),3,F,119,,1:34.06,94.06,23.6,Kosei Miura,Yuichi Shikato,,–,93,Epiphaneia (JPN),Proletariat (JPN),Hearts Cry,Koki Shimozawa,,Tokyo,139.4860812868083,35.66254653064314
46,46,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,5.0,10,5,7,1.25,Uvarovite (JPN),3,F,119,,1:34.27,94.27,7.1,Takeshi Yokoyama,Kiyoshi Hagiwara,,–,90,Satono Crown (JPN),Aigrette (JPN),Sunday Silence,Seiichi Iketani,,Tokyo,139.4860812868083,35.66254653064314
47,47,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,2.0,11,2,7,0.05,Made It Mum (JPN),3,F,119,,1:34.27,94.27,151.0,Kota Motohashi,Katsuo Ishii,,–,90,Novellist (IRE),Komano Squalo (JPN),Zenno Rob Roy,U Kimura B,,Tokyo,139.4860812868083,35.66254653064314
48,48,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,14.0,12,14,8.25,1.25,Brown Wave (JPN),3,F,119,,1:34.47,94.47,69.0,Takuya Ono,Yoshitada Munakata,,–,87,Maurice (JPN),New Wave (JPN),Hearts Cry,Top Fellow Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
49,49,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,8.0,13,8,13.25,5,Nishino Cashmere (JPN),3,F,119,,1:35.31,95.31,64.0,Takezo Nagano,Keizo Ito,,–,76,Discreet Cat (USA),Nishino Kate (JPN),Gold Allure,Shigeyuki Nishiyama,,Tokyo,139.4860812868083,35.66254653064314
50,50,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,1.0,14,1,15.25,2,On The Blossom (JPN),3,F,119,,1:35.64,95.64,103.0,Akihide Tsumura,Naru Owada,,–,71,Lovely Day (JPN),Stars Birth (JPN),Turtle Bowl,Sadamu Kubota,,Tokyo,139.4860812868083,35.66254653064314
51,51,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,16.0,15,16,15.75,0.3,Mississippi Tesoro (JPN),3,F,119,,1:35.72,95.72,17.7,Keita Tosaki,Yoshihiro Hatakeyama,,–,71,Danon Ballade (JPN),Happiness For You (USA),A P Indy,Ryotokuji Kenji Holdings Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
52,52,2023-02-11,JPN,Tokyo,06:45,Daily Hai Queen Cup (3yo Fillies) (Turf),Flat,,Grade 3,,3yo,F,1m,8f,1600,Good,Turf,16,12.0,16,12,16.25,.5,Gold Recorder (JPN),3,F,119,,1:35.81,95.81,302.0,Katsuharu Tanaka,Michio Minamida,,–,70,Gold Actor (JPN),Gold Tairin (JPN),Neo Universe,Hisayo Ishiro,,Tokyo,139.4860812868083,35.66254653064314
53,53,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,8.0,1,8,0,0,Phantom Thief (JPN),3,C,123,,1:47.00,107.00,4.1,Christophe-Patrice Lemaire,Masayuki Nishimura,254449.9,–,108,Harbinger (GB),Lupin (USA),Medaglia Doro,Turf Sport Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
54,54,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,5.0,2,5,1.25,1.25,Touch Wood (JPN),3,C,123,,1:47.21,107.21,9.2,Theo Bachelot,Koshiro Take,101472.81,–,106,Duramente (JPN),Amazing Moon (JPN),Admire Moon,Kazumi Yoshida,,Tokyo,139.4860812868083,35.66254653064314
55,55,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,1.0,3,1,1.5,0.3,Danon The Tiger (JPN),3,C,123,,1:47.25,107.25,3.6,Yuga Kawada,Sakae Kunieda,63324.52,–,105,Hearts Cry (JPN),Shes A Tiger (USA),Tale Of The Cat,Danox Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
56,56,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,6.0,4,6,1.5,0.05,Tastiera (JPN),3,C,123,,1:47.26,107.26,3.7,Yuichi Fukunaga,Noriyuki Hori,37764.35,–,105,Satono Crown (JPN),Partitura (JPN),Manhattan Cafe,Carrot Farm Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
57,57,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,11.0,5,11,3,1.5,Win Odin (JPN),3,C,123,,1:47.50,107.50,69.0,Kazuo Yokoyama,Yuichi Shikato,25176.23,–,102,Epiphaneia (JPN),Piena Venus (JPN),Fuji Kiseki,Win Co Ltd,,Tokyo,139.4860812868083,35.66254653064314
58,58,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,4.0,6,4,3.5,0.3,Season Rich (JPN),3,C,123,,1:47.58,107.58,102.0,Hayato Yoshida,Takashi Kubota,,–,101,Duramente (JPN),Ever Charmant (JPN),Hearts Cry,Yutaka Uda,,Tokyo,139.4860812868083,35.66254653064314
59,59,2023-02-12,JPN,Tokyo,06:45,Kyodo News Hai (Tokinominoru Kinen) (3yo) (Turf),Flat,,Grade 3,,3yo,,1m1f,9f,1800,Good To Firm,Turf,12,2.0,7,2,4,.5,Corepetiteur (JPN),3,G,123,,1:47.67,107.67,40.0,Kohei Matsuyama,Kazuya Nakatake,,–,100,Just A Way (JPN),Vegas Night (USA),Coronados Quest,Makoto Kato,,Tokyo,139.4860812868083,35.66254653064314
